ID,Answer
1382,1996年
1383,1985年
1384,18世紀
1385,顯示自己的獨立自主
1386,公元前三世紀
1387,港鐵九龍灣站
1388,1920年代
1389,19世紀
1390,默頓學院
1391,
1392,越南
1393,1914年
1394,用以批判美國的外交政策
1395,2300多種
1396,化石燃料
1397,上女性
1398,40倍
1399,1953年
1400,白色
1401,1856年
1402,羅鳳
1403,四人幫
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,西德
1407,1624年
1408,15%
1409,江青
1410,奈及利亞
1411,美國
1412,1979年
1413,聯星
1414,農田
1415,二戰後，大量從東歐和波羅的海沿岸的前德國疆土
1416,2013年2月11日
1417,1970年
1418,暴亂
1419,
1420,科學家
1421,10萬人
1422,忽都虎
1423,抗佝[UNK]病
1424,馬來-玻里尼西亞語族
1425,7歲
1426,哈雷彗星來臨
1427,獨裁政體
1428,[UNK][UNK]
1429,元代
1430,43人
1431,限制性消化
1432,劉氏
1433,模特兒
1434,兩層
1435,費尼
1436,中國共產黨
1437,索契」
1438,
1439,梅艷芳
1440,錫克教
1441,1986年
1442,《西部開拓史》
1443,水上人漁民，源自遠古百越族
1444,省級公園
1445,哈利里德
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖
1449,在鏡廳與德國簽訂了《凡爾賽和約》
1450,英屬維京群島大約由60個半熱帶加勒比海島嶼所組成。群島內的島嶼大小不一，最大的托土拉島
1451,對空警戒
1452,外國不可能介入內戰
1453,朝鮮」，而將大韓民國稱為「南朝鮮
1454,古代查莫洛社會
1455,
1456,美國
1457,大學
1458,九龍灣
1459,衡陽鐵路管理局
1460,佛教
1461,陳朝
1462,11000間
1463,有色人種
1464,南斯拉夫共產黨
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,石亭之戰
1468,《蘇蒙修好條約》
1469,主體史學
1470,心室底壁組織
1471,1662年
1472,1888年
1473,第二產業
1474,德國
1475,杜登出版了《德意志語言正字大詞典》，又名《杜登詞典》。直到2005年，已經發行了23版共12冊，包括了外來詞語、詞源、發音及同意詞等等。第一冊稱謂拼法杜登是德語拼法規範的重要來源。諾亞·韋伯斯特在1828年出版了《美國英語詞典》，俗稱《韋氏一版》。伍斯特
1476,[UNK]總能量
1477,政權
1478,葉爾羌汗國
1479,查亞峰
1480,正德十一年
1481,陳聖宗、陳興道率領
1482,法國
1483,亞穆納河
1484,孟加拉
1485,沙俄
1486,200萬立方公尺
1487,黑龍江
1488,共產黨
1489,維多利
1490,港九
1491,蔣中正
1492,大和國
1493,佛教
1494,[UNK]以下的聲音對基底膜的影響
1495,無性生殖
1496,星際爭霸戰
1497,母親病危
1498,第十五屆奧運會
1499,細毛
1500,阿拉巴馬州
1501,猴祭
1502,戰鬥機
1503,2013年
1504,開始了無柱雨棚的建設
1505,1980年
1506,1958年
1507,俄羅斯聯邦軍隊
1508,孟德爾遺傳模式
1509,路易斯一世
1510,《時代》雜誌
1511,極權主義
1512,斯特-立陶夫斯克條約》
1513,路易·勒沃
1514,博帕爾
1515,巡航
1516,曼諾球場
1517,東吳
1518,愛德華一世
1519,稻花沒有花瓣
1520,1932年
1521,香港教育水平
1522,獻縣張莊耶穌聖心主教座堂和規模龐大的教會建築群，是耶穌會繼上海
1523,蓋茲
1524,陸秀夫
1525,東南亞資本
1526,科索沃
1527,塘沽協定》
1528,加爾
1529,1897年
1530,巴拉克·歐巴馬
1531,2003年3月4日
1532,生活空間的不足
1533,新增決策局為發展局
1534,杭州[UNK]橋機場
1535,
1536,興登堡元帥建議
1537,總督
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,文物保護單位
1543,忽必烈
1544,抽鄉
1545,任何方式
1546,惠金斯原理
1547,松花江
1548,工大學
1549,兩年
1550,2010年
1551,為了便於管理漢地
1552,喬托號
1553,經過長時間的辯論
1554,烏里雅蘇臺將軍
1555,聖西門主義
1556,日治時期
1557,蔡[UNK]
1558,中國
1559,《刑部大理寺狀》，認定岳飛「坐觀勝負，逗留不進」、「指斥乘輿」、「致張憲意待謀反」等罪名成立，「飛獄成，寺官聚斷，咸謂死有餘罪」。大理寺按律
1560,澳大利亞新南威爾斯州
1561,太陽運動可以提供這顆恆星的年齡和起源的有用資訊
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,細毛
1565,韓國
1566,南固臺
1567,
1568,一次
1569,五個
1570,張三祿
1571,15世紀
1572,戰爭
1573,劉琮
1574,高血壓
1575,魯宗之
1576,《中國郵政集團公司章程》
1577,保護環境
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1950年代
1586,郵票
1587,2008年歐洲足球錦標賽
1588,肌源性
1589,加拿大
1590,七個
1591,安定
1592,機器
1593,乾旱
1594,《內戰記》
1595,交通建設
1596,甲午戰爭
1597,民主黨則放棄推行土改
1598,1910年
1599,西里爾字母
1600,1935年
1601,四角號碼檢字法
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,表現「天
1607,法國
1608,加加林登上太空；後美國
1609,七年戰爭
1610,100米以上
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,有毒
1615,狄托
1616,財務部
1617,1992年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1968年
1622,北宋
1623,品
1624,1988年
1625,第二批
1626,英國
1627,耶穌會
1628,一次大戰
1629,鐵鉉
1630,傑里·威斯特特
1631,《義勇軍進行曲》
1632,
1633,卡洛·埃馬努埃萊一世
1634,吉爾吉斯
1635,遊牧民族
1636,由於先來後到的土地分配衝突
1637,分子雲
1638,勒拿河
1639,厄德
1640,同性戀
1641,當時儒教興盛
1642,巴夏禮拒收
1643,奧斯陸
1644,蒸汽輪機
1645,高速線哈大客運專線
1646,韓國
1647,1937年
1648,統一戰爭
1649,傑弗里·德維爾阿杜安
1650,約翰·莫根
1651,耐腐蝕性
1652,咸豐二年
1653,咖啡因
1654,「特殊黨員
1655,1972年
1656,宿衛軍
1657,汪精衛
1658,體育部
1659,硫有兩種晶體形式：斜方晶八面體和單斜棱晶體
1660,直系軍閥
1661,史坦波中心
1662,孫中山
1663,七月二十四日
1664,賽丁泉天文台
1665,殖民政策
1666,[UNK]染色體
1667,日本
1668,16世紀
1669,大陸性氣候
1670,半的生殖細胞
1671,猶太人
1672,孟郊
1673,佩德納萊斯河，德克薩斯州石牆郡
1674,皖系軍閥
1675,
1676,1964年
1677,1967年
1678,奧古斯都
1679,哲布尊丹巴
1680,丁[UNK]
1681,將原「布政司署」改稱為「政府總部
1682,1861年2月9日
1683,閏3月3日
1684,文字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力梯度
1688,周文公
1689,參議院
1690,列支敦斯登
1691,盧安達法郎
1692,
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,閩南人
1698,民國34年
1699,1270年
1700,動力系統
1701,三個
1702,中華民國
1703,中國
1704,漢武帝
1705,江河級驅逐艦
1706,1996年
1707,330平方公里
1708,傳教士
1709,大火
1710,世界氣象組織
1711,[UNK]
1712,海河流域
1713,旭烈兀
1714,700家
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,收到十二道金牌班師回朝
1718,澳大利亞
1719,漢地
1720,民國三十六年11月21日至23日依憲法規定舉行第一屆中華民國國民大會代表選舉，民國三十七年1月21日至23日則舉行第一屆中華民國立法委員選舉；同年3月29日
1721,西元2017年是儒略週期的6730年，下一個儒略週期將開始於西元3268年
1722,2010年
1723,青島海軍基地
1724,姑臧
1725,綠色窗口
1726,日軍
1727,波蘭進入戰時狀態
1728,西方遊客
1729,視網膜神經節細胞
1730,黎元洪
1731,蔣就是要扣押張終身
1732,緬甸
1733,第二次世界大戰
1734,1961年
1735,白光
1736,蔣中正
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合
1743,奈特·麥克米蘭
1744,英國
1745,暫住證制度
1746,《劃一現行各道地方行政官廳組織令》
1747,夫餘別種
1748,1948年
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,石碇區石碇里
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,德軍
1757,阿爾薩斯-洛林
1758,路易
1759,合作派
1760,思覺失調症
1761,工業革命
1762,馬羅尼河
1763,1990年代
1764,波斯民間傳說中與伊蘭人
1765,24%
1766,高麗國
1767,後現代主義
1768,1828年
1769,丹尼爾·邁耶創造了「維基媒體」一詞來稱呼這一軟體，並在2003年8月開始逐步得到採用。由於這一名稱有意地相似於「媒體維基」
1770,大會
1771,西安招待所
1772,公元前12年
1773,湯瑪斯傑佛遜
1774,民間盛行安太歲習俗
1775,郵值標籤
1776,席哈克略皇帝
1777,1989年
1778,希臘的宙斯
1779,農耕節
1780,俄國革命
1781,因為沿用舊戰術
1782,石勒
1783,開局
1784,敵我矛盾
1785,亞種
1786,西塞羅句法
1787,
1788,湖熟
1789,英國
1790,木衛一
1791,腦腫瘤
1792,1993年
1793,外蒙古
1794,張聞天
1795,後現代
1796,法家
1797,五個
1798,通古斯地區過於偏遠
1799,安大略湖
1800,羅非魚
1801,15世紀
1802,劉駿
1803,於瑞詩凱詩結束峽谷河段
1804,浮動匯率制
1805,英國
1806,史都華
1807,意識形態
1808,七歲
1809,現代
1810,1928年
1811,5個
1812,[UNK]
1813,曼哈頓
1814,清咸豐年間
1815,君士坦提烏斯的根據地主要分布於東方，也被認為拜占廷的首任皇帝，在其統治下拜占廷逐漸成為君士坦丁堡，質
1816,師承
1817,關西一帯的日本人由於鄰近朝鮮半島，彌生人
1818,甲醇
1819,三國史記
1820,民主黨則放棄推行土改
1821,英國
1822,合作派
1823,中國
1824,1591年
1825,1941年
1826,細胞核
1827,將閥門的操作自動化
1828,十月革命
1829,日本
1830,劉少奇為了維護毛的權威，仍然參與到以空前的高調呼籲對毛的個人崇拜的浪潮中來
1831,選舉人數超過三百萬
1832,1943年
1833,多倫多市
1834,
1835,9倍太陽質量
1836,愛倫·坡
1837,純的硫是黃色的晶體
1838,現金流量表
1839,德川家康
1840,日本
1841,+28等
1842,對外徵求改制後的新市名，並舉行網路投票
1843,
1844,
1845,漢諾瓦國立劇院
1846,泰勒斯
1847,32.8%
1848,禁止奧地利和德國在未經國聯批准下合併
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,《紅樓夢》
1855,1932年
1856,1970年
1857,雲南
1858,14世紀末至20世紀初
1859,
1860,儒字
1861,突厥
1862,剛果民主共和國
1863,俄國
1864,成熟階段
1865,求其放心
1866,梵語
1867,1950年代
1868,
1869,湯·韋迪加
1870,托木斯克州
1871,傑弗里·德維爾阿杜安
1872,民用航太
1873,706萬
1874,一夫一妻多妾制
1875,腓特烈大帝
1876,義大利
1877,2000年
1878,1932年
1879,
1880,路易-菲利普
1881,戈翁
1882,相聲
1883,人人平等
1884,1865年
1885,周叔蓮
1886,1925年
1887,德國財政局
1888,9%
1889,楊宇霆
1890,法國
1891,詹姆斯·史都華
1892,周恩來
1893,向鄭成功請師
1894,環境污染
1895,藍營
1896,國務會議
1897,洛厄爾天文台
1898,加拿大式雙打
1899,三名
1900,第二次世界大戰
1901,金門
1902,電氣化鐵路
1903,《資治通鑑》
1904,2007年
1905,中華民國實業部
1906,1966年5月至1973年
1907,多倫多
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1960年代
1911,1596年
1912,甘迺迪
1913,阮攸的
1914,核膜將細胞核完全包覆，使內側的遺傳物質與外側的細胞質分離。並阻擋大分子在核質與細胞質之間自由擴散
1915,議會制
1916,1977年
1917,東西伯利亞喇嘛教則例
1918,莫斯科
1919,五分之一
1920,畢生代表作
1921,暴雪娛樂
1922,南肯辛頓博覽會路
1923,《渡假留香》
1924,日本
1925,硫酸是所有工業過程中必不可少的一個原材料
1926,德國
1927,水門事件
1928,
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,大陸改革開放及香港政府實施即捕即解，因為大量男子偷渡來港
1934,
1935,1937年
1936,3.8%
1937,燃煤發電站。風能
1938,艾森豪
1939,3400萬
1940,網球正拍擊球
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,紅色
1944,澎湖
1945,亞硫酸
1946,理學
1947,1998年
1948,2010年後
1949,毛澤東
1950,1950年
1951,高輻射的環境而失敗了
1952,維基媒體
1953,生物質
1954,1939年
1955,清朝末年
1956,城堡
1957,哲學原理研究
1958,2001年8月15日
1959,
1960,
1961,1455年
1962,鄧穎超
1963,代表宇宙秩序
1964,傳統音樂
1965,為了提防燕王謀反
1966,法國
1967,保加利亞
1968,恢復市場的功能，以邁向生產力理論
1969,北非
1970,中華民國政府
1971,1834年
1972,淋巴液
1973,斷罰出征，並全征燒埋銀」
1974,1901年
1975,二十六歲
1976,
1977,農歷新年時吃元宵、年糕及蘿蔔糕；在端午節
1978,烏茲別克族
1979,音速巡航
1980,1312年
1981,1888年
1982,
1983,家
1984,太平廣記
1985,兩個
1986,對日抗戰
1987,1989年
1988,元武宗
1989,天文學家
1990,毛澤東
1991,中國
1992,國際非政府組織
1993,1991年以來
1994,中部科學園區
1995,台北市立體育場
1996,曹議金
1997,冷戰
1998,1893年
1999,收容遣送制度
2000,中國國民黨
2001,
2002,狄拉克
2003,當稻穗垂下，金黃飽滿
2004,移民實邊
2005,高句麗
2006,共產黨
2007,矽燃燒過程
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,民國時期
2011,著陸
2012,
2013,丹尼爾奧爾特加
2014,幾何學
2015,1998年1月1日
2016,《風之國度》上市。《風之國度》
2017,蠻族事務局
2018,布里亞特喇嘛
2019,雖然是首席的元老
2020,11世紀
2021,阿普列尤斯
2022,德國人
2023,形式輻射能
2024,亞科卡尋求美國政府援助，1979年12月國會通過克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,喬治亞共和國
2029,1835年
2030,六四天安門事件
2031,定向天線
2032,通俗的
2033,低
2034,回到羅馬在那宣講他的主張及修道主義
2035,1948年
2036,1987年
2037,洪堡
2038,1847年
2039,唐睿宗
2040,1968年
2041,慈善事業
2042,寫首字母為「[UNK]·ㄎㄟ·ㄨㄞ」
2043,林肯總統
2044,養殖漢諾瓦馬、歐登堡馬和其他血統的馬是不少下薩克森邦人的業餘愛好和職業
2045,元末民變
2046,畜牧業，其次是各種穀物和油籽。加拿大約有12％的農田位於曼尼托巴。曼尼托巴省有極端大陸性氣候
2047,第一連連長
2048,1599年
2049,3期，也稱為3個
2050,機場鐵路的一部份，於1998年7月6日隨著興建於赤[UNK]角的新機場
2051,共產主義
2052,段祺瑞
2053,普魯士
2054,高句麗
2055,老實告訴你
2056,溧陽
2057,學會部
2058,林肯
2059,科什圖尼察
2060,80%以上
2061,確立婦女投票權
2062,500毫升
2063,古代
2064,民國元年
2065,蒙古人
2066,正德十一年
2067,閏盤
2068,印歐
2069,經濟學人智庫
2070,劉少奇
2071,旭烈兀得知蒙哥於南征南宋時去世的消息
2072,瀧川
2073,莫高窟
2074,電穿孔細胞
2075,組織了一個赴中國的葡萄牙使團，參見明朝皇帝
2076,2次
2077,1924年
2078,梁啟超
2079,稻米
2080,臺灣
2081,經濟的敗壞
2082,1米93
2083,彌次郎
2084,人口
2085,縱貫鐵路山線段
2086,《煙霧消除法》
2087,艾薩克·牛頓
2088,非逃港者
2089,柏拉圖
2090,教法
2091,塔蘭托戰役
2092,巴斯克人
2093,阿爾卑斯山
2094,第一連連長
2095,1957年
2096,何鳳山稱：西沙群島主權屬於中國，漢馬伏波
2097,一億光年遠
2098,1995年開始
2099,紅矮星
2100,俄語
2101,德國聯邦銀行
2102,19世紀
2103,草本
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,漢諾瓦
2108,徐世昌
2109,感染
2110,民國18年
2111,俄羅斯人
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,外籍人士長久生活
2117,畢達哥拉斯
2118,愛格思海金斯公司
2119,世界的中心」
2120,艾倫在福布斯全球富豪榜排名第53
2121,工業革命
2122,耶穌會
2123,一次世界大戰時期
2124,安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,林登·貝恩斯·詹森出生於佩德納萊斯河，德克薩斯州石牆郡的小農莊，他是五個孩子中最大的。他的父母小山繆·伊爾·詹森和利百加·貝恩斯育有三個女孩和兩個男孩：詹森
2128,第一架
2129,中國
2130,事無大小
2131,江蘇淮安
2132,劉裕
2133,中共中央副主席
2134,毒氣
2135,細胞膜
2136,普洱專區
2137,僱傭安定
2138,英國倫敦溫布頓
2139,《皇明祖訓》
2140,1569年
2141,佐世保最大的造船企業。大島造船所
2142,申城
2143,德川家
2144,河川
2145,岩石圈
2146,日治時期
2147,進步主義法案
2148,1925年
2149,1926年成立
2150,德國
2151,亞熱帶
2152,1968年
2153,日本
2154,戡亂建國教育實施綱要》
2155,朝鮮半島分裂前的官方語言韓國
2156,卡拉恰伊湖被世界觀察研究所定為地球上「污染之最」，在二十世紀五十到六十年代成為蘇聯垃圾場。第二個地點
2157,王藍
2158,南成旭
2159,東晉元帝
2160,最低層
2161,漢字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,
2166,產業工會聯合會
2167,積水潭
2168,巴西爾二世
2169,南奧塞提亞自治區
2170,浮動匯率制度
2171,農業
2172,秋天
2173,將兩國國界以黑龍江為基本界限劃清
2174,永興」
2175,雲南省
2176,美國
2177,
2178,杜慧度派兵萬人南征林邑，林邑請降，並向宋廷致送大象、金銀、古貝等禮物。421年，林邑王陽邁一世
2179,艾瑪·史東
2180,漢諾瓦
2181,聯邦在內戰中取勝
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,質學院
2188,2007年
2189,國家歷史文化名城
2190,
2191,一省
2192,布拉馬普特拉河
2193,非婚生
2194,中山市
2195,最佳演唱團體獎
2196,不同等級的位號
2197,防火
2198,精神醫學
2199,機炮
2200,中國
2201,威尼斯雙年展
2202,接合
2203,第三心音
2204,李白
2205,四帝共治制
2206,韓國海關
2207,奧地利
2208,1994至2009年
2209,牛胃氣膨脹
2210,
2211,吠陀梵語
2212,要正確地表示宇宙真實名相的真情實意
2213,模特兒是英語單字的音譯，近年來網路上也音譯麻豆。模特兒
2214,印第安納大學俱樂部
2215,噴射戰鬥機
2216,1950年代
2217,西緣
2218,勞力密集工業
2219,東芝
2220,新北市
2221,川本芳昭
2222,伊斯蘭教
2223,一年
2224,帝國的商業貿易
2225,國家制定了《中國教育改革與發展綱要》
2226,2002年被部署
2227,620年
2228,民國2年2月25日
2229,第一公民
2230,文學主義
2231,天主教
2232,美利堅聯盟國
2233,奧勒良
2234,1949年
2235,1929年
2236,數學科幻
2237,心室底壁組織
2238,美國人都集中在馬尼拉，第一大城市馬尼拉教育，商業等都遠超香港、新加坡，而上海、孟買更望塵莫及，此時民初1913年菲律賓
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,超音速
2242,[UNK]-29轟炸機
2243,日本
2244,民國37年
2245,象聲
2246,1897年
2247,李察·賓特利
2248,印尼
2249,1926年
2250,荊州
2251,爾法學院
2252,非協商國
2253,克里米亞戰爭
2254,國防部空軍司令部
2255,北京
2256,1945年
2257,清軍
2258,世稱恭順」
2259,1972年
2260,2013年
2261,拉丁字母
2262,大連
2263,1918年
2264,赤道
2265,燃料
2266,阿拉貢王國
2267,聯合國人權委員會
2268,庫里爾台大會
2269,氫
2270,頭
2271,賓夕法尼亞州大學
2272,環境污染
2273,穀類
2274,毛奇
2275,[UNK]染色體
2276,後代
2277,熱帶草原氣候
2278,王白駒
2279,劉備
2280,第一心音和第二心音
2281,元朝
2282,非金屬材料
2283,道格拉斯
2284,玉米
2285,阿爾巴尼亞
2286,五個
2287,25年
2288,松花江
2289,馬西米連諾遇害，令拿破崙蒙羞，遭到全歐洲
2290,宋理宗
2291,格林威治
2292,2008年
2293,南北韓高級別會談機制
2294,紅水河
2295,蒙古人種
2296,斯芬·佩斯
2297,20世紀70年代初
2298,大道東
2299,大約6.6千兆瓦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,督憲」
2303,2008年
2304,29.48萬人
2305,1998年
2306,鞏高峰
2307,三蘭港
2308,12個
2309,社區
2310,櫻花大道
2311,焦爾達諾·布魯諾
2312,職業網球協會
2313,西晉
2314,文學手法
2315,敵我性質
2316,刺史
2317,
2318,1180年
2319,三歲
2320,健康問題
2321,雷焦卡拉布里亞國家考古博物館
2322,阿克爾自治市
2323,香港人
2324,都市計劃
2325,西班牙
2326,
2327,用力排遺
2328,一街區之隔
2329,荷蘭以2比1
2330,請師
2331,氮氣、21%的氧氣及1%的[UNK]氣及惰性氣體，如二氧化碳
2332,新杜老誌夜總會
2333,日軍
2334,金銀珠寶
2335,1919年
2336,1939年
2337,
2338,數位訊號
2339,可貴
2340,
2341,
2342,音樂
2343,《四十二章經》
2344,薩沃亞家族
2345,工業發展
2346,海因利希・弗格勒
2347,第4套
2348,景洪市
2349,《韓國憲法》
2350,為爭取陽光
2351,《失落的故事集》
2352,1918年
2353,1563米
2354,原始宗教
2355,1區
2356,博物學
2357,杭州
2358,
2359,二次大戰
2360,馮特
2361,彰化市民代表會
2362,法國大革命
2363,明朝
2364,
2365,朱德一
2366,陳湯銘
2367,漢武帝時期
2368,1958年
2369,東經
2370,英籍工程師
2371,主語+謂語+賓語
2372,太陽
2373,
2374,德國財政局
2375,1938年
2376,2014年
2377,灣仔亦曾一度擁有為數眾多的電影院
2378,2007年
2379,法國
2380,外交手腕防止了敵人在1760年10月前的大規模入侵
2381,東德
2382,為了鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,元太宗
2386,15625億日元
2387,印度教經文
2388,1209年
2389,918年
2390,北非作戰
2391,
2392,1987年
2393,核酸酶
2394,
2395,
2396,
2397,心室底壁組織
2398,王朗
2399,40年
2400,2901.3平方公里
2401,新北市
2402,郭守時
2403,化學分析專業
2404,
2405,「學習偉大領袖毛澤東」
2406,19世紀
2407,檀君古朝鮮
2408,康熙帝
2409,楊亨燮
2410,清宣宗時代
2411,蒙漢兩元政治
2412,黑色貝雷帽
2413,三國史記
2414,四次
2415,林彪
2416,勞動的分化，統治階級
2417,1972年
2418,錫克教
2419,慢病毒載體
2420,社會輿論
2421,1603年
2422,一分
2423,阿卡蓋拉國家公園
2424,2005年
2425,收放式起落架
2426,新石器時代
2427,孔齊言
2428,海因里希·赫茲
2429,1958年
2430,世界氣象組織
2431,通貨膨脹
2432,1804年
2433,香港特別行政區政府
2434,[UNK]
2435,天主教
2436,釀酒業
2437,1958年
2438,2010年
2439,
2440,7920公里/小時
2441,仙台市
2442,史和平
2443,郵資
2444,大慶
2445,奈特·麥克米蘭
2446,義和團事變
2447,混合苦膽的酒
2448,建文二年
2449,關島組織法
2450,2008年
2451,第五次調整
2452,彼得二世
2453,晚期
2454,豐富銀礦
2455,合不勒汗
2456,高句麗
2457,忽必烈在位時期和中亞的察合台汗國
2458,民國15年
2459,49.3萬人
2460,巴納德
2461,量子光學
2462,糧食
2463,哈德遜河傾瀉多氯聯苯導致美國環保局在1974年禁止該河捕魚。台灣的愛河
2464,全國地圖正保御國繪圖
2465,民國3年6月24日
2466,醫療保險
2467,低質量
2468,坎貝爾式
2469,港島區
2470,1230年
2471,
2472,《中華人民共和國憲法》
2473,二十歲
2474,打比賽
2475,中村法道
2476,高要
2477,阿難答
2478,391年
2479,英國精神醫學期刊
2480,1878年1月
2481,1260年
2482,13小時
2483,氦
2484,戰基處營區土地
2485,
2486,巴西爾二世
2487,黑死病
2488,第二次世界大戰中納粹德國戰敗，根據波茨坦會議中英、美、法、蘇四國的協議，決定在德國戰敗後
2489,卡胡盧伊
2490,硫酸。硫酸
2491,氮化硫
2492,十名
2493,1972年
2494,都市計劃
2495,數百萬克耳文
2496,日本
2497,止痛的，例如拉梅茲法。在歐洲，醫師常使用氧化亞氮氣體止痛，在英國助產士無醫師處方也可使用此氣體
2498,常務理事
2499,司馬休之
2500,煤煙消除會
2501,公民化
2502,勞力密集工業
2503,國民政府時期
2504,海因里希·赫茲
2505,維多利亞時期
2506,王本
2507,民間
2508,匹茲堡
2509,威廉·赫歇爾
2510,格子型系統
2511,《動員戡亂時期臨時條款》
2512,
2513,1989年
2514,花垣鎮
2515,東部
2516,毒品
2517,7%
2518,韓國
2519,代表她連開28場與30場演唱會
2520,第三次
2521,德國
2522,支持者主要
2523,孔恩
2524,索契
2525,比利時
2526,理工大學
2527,統獨問題
2528,新天皇光明天皇
2529,托木斯克
2530,葛摩
2531,1897年
2532,《臺灣自救運動宣言》
2533,詳細規劃
2534,十億年
2535,1486年
2536,英國
2537,1970年代
2538,1500公里
2539,南極條約協商會議」
2540,布里亞特人
2541,建炎二年
2542,民國時期
2543,1849年
2544,前279年
2545,中國大陸
2546,
2547,斯壯羅山
2548,1899年和1906年
2549,釋迦牟尼
2550,1960年代
2551,1640年
2552,政府財政撥款
2553,威尼斯人
2554,機場快線
2555,梅艷芳是女低音
2556,1841年2月10日
2557,1999年
2558,2005年7月21日
2559,古代小說總集，該書描寫一千多年前戰國時代
2560,國家預防腐敗局
2561,風能是與風速的三次方成所正比
2562,「大學生研究計劃
2563,嘉義大地震
2564,1994年
2565,王亞南
2566,堅尼地道
2567,八零年代
2568,1234年
2569,日本
2570,瑞派克路
2571,白熾燈
2572,發動機
2573,自治組織
2574,康熙三十二年
2575,重工業
2576,德國財政局
2577,1952年
2578,政治反對領袖遭到執政政府的暗殺
2579,驅逐艦
2580,
2581,張成澤
2582,將相片
2583,2500年
2584,2016年2月22日
2585,對外徵求改制後的新市名，並舉行網路投票
2586,極光
2587,興十一年
2588,幻境
2589,臭氧層
2590,日本青年社
2591,廣東籍
2592,羅馬帝國
2593,自由派
2594,1990年代
2595,秋明州
2596,倫敦煙霧事件
2597,史都華依然故我
2598,自由
2599,韓國
2600,不穩定性
2601,北方太平洋品種的大馬哈魚常於9－10月回到黑龍江、烏蘇里江等河中產卵
2602,亨利克萊
2603,歐美國家
2604,洛東江
2605,赫爾伯特·查普曼
2606,噪音過大
2607,廿八歲
2608,濟南
2609,2016年
2610,「印度國民軍士兵大審判」
2611,榮休教宗
2612,教育部
2613,2比1
2614,美利堅合眾國眾議院
2615,1861年
2616,1991年
2617,擁有領土主權
2618,1953年12月
2619,白[UNK]紀滅絕事件
2620,2008年1月27日
2621,曼莫漢·辛格
2622,刺激性
2623,七七事變
2624,克羅埃西亞共和農民黨
2625,1895年
2626,中華民國99年12月25日
2627,德國聯邦銀行
2628,洛東江
2629,拒絕投降
2630,載淳
2631,1600分
2632,保羅•狄拉克
2633,失分
2634,第一次鴉片戰爭
2635,特殊黨員
2636,中國
2637,蔡素玉
2638,加拿大
2639,工藝上的難度不獲好評
2640,中國特色社會主義理論」直接稱為「鄧小平理論」
2641,2008年
2642,4個
2643,溫州
2644,下薩克森邦
2645,《宅地法》
2646,中途公園
2647,駐越美軍
2648,郵票
2649,住宅合作社
2650,1849年
2651,2016年9月30日
2652,效益主義
2653,解放軍
2654,1946年
2655,伊斯蘭教
2656,元弘之亂
2657,6-8月
2658,巴克提派
2659,暴雪娛樂
2660,第二次世界大戰
2661,歐洲人
2662,理論心理學
2663,西方墨點法
2664,136.03萬人
2665,唐朝
2666,攔截機種
2667,克列孟梭
2668,240℃
2669,
2670,遜位
2671,中部科學園區
2672,1799年
2673,特瓦族
2674,雕塑
2675,麻州
2676,杜林
2677,庫侖阻力
2678,多數私立中式學校都面對的問題
2679,運動
2680,耶穌會
2681,愷撒
2682,第一亞美尼亞人議會
2683,土地改革政策
2684,法西斯義大利
2685,2013年
2686,忠孝橋
